Year,Geographical region,Country of nationality,Total,Work,Study,Family,Other 
 2008,Africa Sub-Saharan,Sao Tome and Principe,145,*,5,*,140
 2008,Middle East,Saudi Arabia,"114,000",755,"16,600",30,"96,400"
 2008,Africa Sub-Saharan,Senegal,"3,590",100,190,30,"3,270"
 2008,Europe Other,Serbia,"10,600",235,620,85,"9,660"
 2008,Europe Other,Serbia and Montenegro,z,z,z,z,z
 2008,Africa Sub-Saharan,Seychelles,"3,730",40,50,15,"3,630"
 2008,Africa Sub-Saharan,Sierra Leone,"9,940",60,180,165,"9,530"
 2008,Asia South East,Singapore,"89,600",600,"1,860",65,"87,100"
 2008,EU 8,Slovakia,z,z,z,z,z
 2008,EU 8,Slovenia,z,z,z,z,z
 2008,Oceania,Solomon Islands,250,10,10,0,230
 2008,Africa Sub-Saharan,Somalia,"3,010",*,15,815,"2,170"
 2008,Africa Sub-Saharan,South Africa,"392,000","13,100",995,"1,750","376,000"
 2008,Other,South Georgia and South Sandwich Islands,0,0,0,0,0
 2008,EU 14,Spain,z,z,z,z,z
 2008,Asia South,Sri Lanka,"61,600","1,640","3,450","1,040","55,500"
 2008,Other,St. Helena (British),10,*,*,0,5
 2008,America Central and South,St. Kitts and Nevis,880,10,10,5,855
 2008,America Central and South,St. Lucia,"4,560",45,90,50,"4,380"
 2008,America Central and South,St. Maarten (Dutch Part),z,z,z,z,z
 2008,America Central and South,St. Martin (French Part),0,0,0,0,0
 2008,America Central and South,St. Pierre and Miquelon,20,0,0,0,20
 2008,America Central and South,St. Vincent and the Grenadines,"2,970",40,40,25,"2,870"
 2008,Other,Stateless,"1,380",*,25,5,"1,350"
 2008,Africa North,Sudan,"11,900",260,410,110,"11,100"
 2008,Africa Sub-Saharan,Sudan (South),z,z,z,z,z
 2008,America Central and South,Surinam,290,5,5,*,280
 2008,Europe Other,Svalbard and Jan Mayen,315,15,40,0,260
 2008,Africa Sub-Saharan,Swaziland,"1,140",45,15,5,"1,070"
 2008,EU 14,Sweden,z,z,z,z,z
 2008,Europe Other,Switzerland,z,z,z,z,z
 2008,Middle East,Syria,"12,200",140,750,90,"11,200"
 2008,Asia East,Taiwan,"52,000",315,"5,950",95,"45,600"
 2008,Asia Central,Tajikistan,695,10,65,5,620
 2008,Africa Sub-Saharan,Tanzania,"13,200",170,"1,090",170,"11,800"
 2008,Asia South East,Thailand,"83,300",810,"5,220","2,140","75,200"
 2008,Africa Sub-Saharan,Togo,990,5,15,20,950
 2008,Oceania,Tokelau,0,0,0,0,0
 2008,Oceania,Tonga,465,10,5,*,450
 2008,America Central and South,Trinidad and Tobago,"30,900",410,500,90,"29,900"
 2008,Africa North,Tunisia,"11,000",125,300,230,"10,300"
 2008,Europe Other,Turkey,"172,000","1,790","11,000","1,260","158,000"
 2008,Asia Central,Turkmenistan,"2,490",30,185,15,"2,260"
 2008,Other,Turks and Caicos Islands (British),30,0,*,0,25
 2008,Oceania,Tuvalu,70,0,*,0,70
 2008,Africa Sub-Saharan,Uganda,"20,600",295,690,205,"19,400"
 2008,Europe Other,Ukraine,"68,500","1,070","2,550",385,"64,500"
 2008,Middle East,United Arab Emirates,"53,200",160,"1,990",20,"51,000"
 2008,America North,United States,"3,710,000","31,200","96,500","2,450","3,580,000"
 2008,America Central and South,Uruguay,"5,960",40,135,5,"5,780"
 2008,Asia Central,Uzbekistan,"5,860",70,770,30,"4,990"
 2008,Oceania,Vanuatu,75,0,0,*,70
 2008,Europe Other,Vatican City,60,5,0,0,55
 2008,America Central and South,Venezuela,"37,400",270,"1,360",50,"35,700"
 2008,Asia South East,Vietnam,"13,800",200,"1,980",130,"11,500"
 2008,Other,Virgin Islands (British),20,0,0,0,20
 2008,America North,Virgin Islands (US),25,0,10,0,15
 2008,Oceania,Wallis and Futuna,75,*,5,5,65
 2008,Africa North,Western Sahara,0,0,0,0,0
 2008,Middle East,Yemen,"4,780",85,370,150,"4,180"
 2008,Africa Sub-Saharan,Zambia,"12,300",285,485,75,"11,400"
 2008,Africa Sub-Saharan,Zimbabwe,"35,800",865,430,430,"34,000"
 2009,*Total,*Total,"12,300,000","161,000","489,000","41,600","11,600,000"
 2009,Africa North,*Total Africa North,"156,000","2,260","8,610","1,350","144,000"
 2009,Africa Sub-Saharan,*Total Africa Sub-Saharan,"906,000","14,200","22,400","6,800","862,000"
 2009,America North,*Total America North,"4,600,000","33,100","142,000","2,900","4,420,000"
 2009,America Central and South,*Total America Central and South ,"710,000","5,300","26,200","2,310","676,000"
 2009,Asia Central,*Total Asia Central,"49,700",405,"4,610","1,530","43,200"
 2009,Asia East,*Total Asia East,"1,250,000","11,900","81,700","1,920","1,150,000"
 2009,Asia South,*Total Asia South,"1,300,000","51,100","102,000","14,400","1,140,000"
 2009,Asia South East,*Total Asia South East,"597,000","9,890","28,600","3,840","555,000"
 2009,EU 14,*Total EU 14,z,z,z,z,z
 2009,EU 2,*Total EU 2,z,z,z,z,z
 2009,EU 8,*Total EU 8,z,z,z,z,z
 2009,EU Other,*Total EU Other,"62,200",160,"1,280",30,"60,700"
 2009,Europe Other,*Total Europe Other,"604,000","6,010","33,500","2,600","562,000"
 2009,Middle East,*Total Middle East,"647,000","3,880","33,900","2,510","607,000"
 2009,Oceania,*Total Oceania,"1,370,000","22,900","3,420","1,330","1,340,000"
 2009,Other,*Total Other,"50,700",90,370,125,"50,100"
 2009,Asia Central,Afghanistan,"11,700",25,215,"1,440","10,000"
 2009,Europe Other,Albania,"20,600",85,510,280,"19,700"
 2009,Africa North,Algeria,"26,300",200,520,320,"25,300"
 2009,Oceania,American Samoa,125,0,*,0,125
 2009,Europe Other,Andorra,"1,170",*,45,0,"1,130"
 2009,Africa Sub-Saharan,Angola,"5,470",80,265,15,"5,110"
 2009,Other,Anguilla (British),0,0,0,0,0
 2009,America Central and South,Antigua and Barbuda,"2,630",10,25,5,"2,590"
 2009,America Central and South,Argentina,"80,800","1,100","1,860",80,"77,700"
 2009,Europe Other,Armenia,"3,280",60,215,15,"2,990"
 2009,America Central and South,Aruba,65,*,*,*,60
 2009,Oceania,Australia,"1,090,000","17,300","2,810",900,"1,070,000"
 2009,EU 14,Austria,z,z,z,z,z
 2009,Europe Other,Azerbaijan,"10,900",220,655,40,"9,960"
 2009,America Central and South,"Bahamas, The","3,010",25,90,5,"2,890"
 2009,Middle East,Bahrain,"21,100",60,680,10,"20,300"
 2009,Asia South,Bangladesh,"64,500","2,160","15,000","2,020","45,300"
 2009,America Central and South,Barbados,"12,800",75,150,35,"12,500"
 2009,Europe Other,Belarus,"16,600",125,445,65,"16,000"
 2009,EU 14,Belgium,z,z,z,z,z
 2009,America Central and South,Belize,"1,370",5,35,5,"1,320"
 2009,Africa Sub-Saharan,Benin,900,20,35,5,840
 2009,Other,Bermuda (British),170,*,5,0,160
 2009,Asia South,Bhutan,235,5,20,*,210
 2009,America Central and South,Bolivia,"3,410",25,110,30,"3,250"
 2009,America Central and South,"Bonaire, Sint Eustatius and Saba",z,z,z,z,z
 2009,Europe Other,Bosnia and Herzegovina,"6,290",20,160,15,"6,090"
 2009,Africa Sub-Saharan,Botswana,"4,260",45,245,20,"3,960"
 2009,America Central and South,Brazil,"260,000","1,240","10,900",575,"247,000"
 2009,Other,British overseas citizens,"5,270",20,120,5,"5,130"
 2009,Asia South East,Brunei,"10,400",120,"1,120",*,"9,200"
 2009,EU 2,Bulgaria,z,z,z,z,z
 2009,Africa Sub-Saharan,Burkina,440,10,25,5,405
 2009,Asia South East,Burma,"4,190",85,565,25,"3,520"
 2009,Africa Sub-Saharan,Burundi,470,*,15,25,425
 2009,Asia South East,Cambodia,650,20,65,20,545
 2009,Africa Sub-Saharan,Cameroon,"10,400",110,505,105,"9,670"
 2009,America North,Canada,"907,000","6,410","7,400",610,"892,000"
 2009,Africa Sub-Saharan,Cape Verde,435,5,*,*,430
 2009,Other,Cayman Islands (British),25,0,5,*,20
 2009,Africa Sub-Saharan,Central African Republic,90,*,5,0,80
 2009,Africa Sub-Saharan,Chad,190,*,20,5,165
 2009,America Central and South,Chile,"29,600",250,"1,590",40,"27,700"
 2009,Asia East,China,"331,000","4,910","41,400","1,120","284,000"
 2009,Oceania,Christmas Island,0,0,0,0,0
 2009,Oceania,Cocos (Keeling) Islands,15,0,*,0,10
 2009,America Central and South,Colombia,"45,100",345,"5,120",240,"39,400"
 2009,Africa Sub-Saharan,Comoros,220,*,5,*,215
 2009,Africa Sub-Saharan,Congo,"4,630",25,70,65,"4,470"
 2009,Africa Sub-Saharan,Congo (Democratic Republic),"2,230",*,5,95,"2,130"
 2009,Oceania,Cook Islands,15,0,0,0,15
 2009,America Central and South,Costa Rica,"5,720",25,80,10,"5,610"
 2009,EU Other,Croatia,"62,200",160,"1,280",30,"60,700"
 2009,America Central and South,Cuba,"4,090",180,45,75,"3,790"
 2009,America Central and South,Curacao,z,z,z,z,z
 2009,EU Other,Cyprus,z,z,z,z,z
 2009,Europe Other,Cyprus (Northern part of),880,5,25,5,850
 2009,EU 8,Czech Republic,z,z,z,z,z
 2009,EU 14,Denmark,z,z,z,z,z
 2009,Africa Sub-Saharan,Djibouti,245,*,*,10,235
 2009,America Central and South,Dominica,"1,660",5,20,10,"1,620"
 2009,America Central and South,Dominican Republic,"2,350",15,75,30,"2,230"
 2009,Asia South East,East Timor,170,10,5,0,155
 2009,America Central and South,Ecuador,"7,290",70,375,65,"6,780"
 2009,Africa North,Egypt,"58,700","1,080","1,360",280,"55,900"
 2009,America Central and South,El Salvador,"2,120",10,45,5,"2,060"
 2009,Africa Sub-Saharan,Equatorial Guinea,240,0,50,0,190
 2009,Africa Sub-Saharan,Eritrea,"2,030",140,20,175,"1,700"
 2009,EU 8,Estonia,z,z,z,z,z
 2009,Africa Sub-Saharan,Ethiopia,"6,600",270,180,180,"5,970"
 2009,Other,Falkland Islands (British),5,0,0,0,5
 2009,Europe Other,Faroe Islands,545,0,*,0,545
 2009,Oceania,Fiji,"3,550",20,35,80,"3,420"
 2009,EU 14,Finland,z,z,z,z,z
 2009,Europe Other,Former Yugoslavia,"10,600",35,275,5,"10,300"
 2009,EU 14,France,z,z,z,z,z
 2009,America Central and South,French Guiana,5,0,0,0,5
 2009,Oceania,French Polynesia,0,0,0,0,0
 2009,Africa Sub-Saharan,Gabon,695,5,20,5,665
 2009,Africa Sub-Saharan,"Gambia, The","8,180",65,360,240,"7,510"
 2009,Europe Other,Georgia,"9,100",105,755,30,"8,210"
 2009,EU 14,Germany,z,z,z,z,z
 2009,Africa Sub-Saharan,Ghana,"54,500",560,"1,080",765,"52,100"
 2009,Other,Gibraltar (British),45,0,0,0,45
 2009,EU 14,Greece,z,z,z,z,z
 2009,Europe Other,Greenland,*,0,0,0,*
 2009,America Central and South,Grenada,"3,200",15,50,25,"3,110"
 2009,America Central and South,Guadeloupe,0,0,0,0,0
 2009,Oceania,Guam,10,0,0,0,10
 2009,America Central and South,Guatemala,"4,200",15,125,5,"4,060"
 2009,Africa Sub-Saharan,Guinea,"1,400",5,50,35,"1,310"
 2009,Africa Sub-Saharan,Guinea-Bissau,235,*,15,5,215
 2009,America Central and South,Guyana,"3,640",35,40,35,"3,530"
 2009,America Central and South,Haiti,460,5,20,5,430
 2009,Oceania,Heard Island and McDonald Islands,0,0,0,0,0
 2009,America Central and South,Honduras,"2,550",35,15,5,"2,490"
 2009,Asia East,Hong Kong,"132,000",470,"7,070",165,"124,000"
 2009,EU 8,Hungary,z,z,z,z,z
 2009,Europe Other,Iceland,z,z,z,z,z
 2009,Asia South,India,"925,000","40,800","61,200","4,310","819,000"
 2009,Asia South East,Indonesia,"32,800","1,420","1,070",130,"30,200"
 2009,Middle East,Iran,"60,500",625,"2,510",285,"57,100"
 2009,Middle East,Iraq,"15,500",220,915,"1,520","12,800"
 2009,EU 14,Ireland,z,z,z,z,z
 2009,Middle East,Israel,"189,000",620,"1,050",100,"187,000"
 2009,EU 14,Italy,z,z,z,z,z
 2009,Africa Sub-Saharan,Ivory Coast,"4,440",40,180,35,"4,180"
 2009,America Central and South,Jamaica,"28,300",515,230,575,"26,900"
 2009,Asia East,Japan,"500,000","4,730","15,800",390,"479,000"
 2009,Middle East,Jordan,"23,300",270,"1,300",75,"21,600"
 2009,Asia Central,Kazakhstan,"27,300",245,"3,380",40,"23,700"
 2009,Africa Sub-Saharan,Kenya,"43,100",515,"1,200",370,"41,000"
 2009,Oceania,Kiribati,165,0,10,0,155
 2009,Asia East,Korea (North),700,0,15,0,690
 2009,Asia East,Korea (South),"201,000","1,260","9,890",135,"189,000"
 2009,Europe Other,Kosovo,"5,710",20,80,105,"5,510"
 2009,Middle East,Kuwait,"75,400",160,"1,900",25,"73,300"
 2009,Asia Central,Kyrgyzstan,"2,170",35,205,15,"1,910"
 2009,Asia South East,Laos,245,*,5,10,230
 2009,EU 8,Latvia,z,z,z,z,z
 2009,Middle East,Lebanon,"27,200",215,485,85,"26,400"
 2009,Africa Sub-Saharan,Lesotho,685,40,15,5,625
 2009,Africa Sub-Saharan,Liberia,840,10,35,15,775
 2009,Africa North,Libya,"24,900",180,"4,940",70,"19,800"
 2009,Europe Other,Liechtenstein,z,z,z,z,z
 2009,EU 8,Lithuania,z,z,z,z,z
 2009,EU 14,Luxembourg,z,z,z,z,z
 2009,Asia East,Macau,"1,660",5,130,5,"1,510"
 2009,Europe Other,Macedonia,"6,390",60,250,30,"6,060"
 2009,Africa Sub-Saharan,Madagascar,590,5,20,5,555
 2009,Africa Sub-Saharan,Malawi,"5,050",95,290,50,"4,620"
 2009,Asia South East,Malaysia,"226,000","1,230","7,800",310,"216,000"
 2009,Asia South,Maldives,"2,060",30,80,5,"1,940"
 2009,Africa Sub-Saharan,Mali,695,45,30,*,615
 2009,EU Other,Malta,z,z,z,z,z
 2009,Oceania,Marshall Islands,15,0,*,0,15
 2009,America Central and South,Martinique,15,0,0,0,15
 2009,Africa North,Mauritania,665,*,20,*,640
 2009,Africa Sub-Saharan,Mauritius,"40,100",310,"1,020",220,"38,600"
 2009,Africa Sub-Saharan,Mayotte,245,*,5,0,235
 2009,America Central and South,Mexico,"117,000",430,"2,810",135,"113,000"
 2009,Oceania,Micronesia,20,*,0,0,15
 2009,Europe Other,Moldova,"3,810",90,140,30,"3,540"
 2009,Europe Other,Monaco,"1,170",*,10,0,"1,160"
 2009,Asia East,Mongolia,"3,420",50,415,20,"2,930"
 2009,Europe Other,Montenegro,"1,870",20,180,5,"1,670"
 2009,Other,Montserrat (British),55,0,*,0,55
 2009,Africa North,Morocco,"23,900",305,915,390,"22,300"
 2009,Africa Sub-Saharan,Mozambique,"1,240",15,50,10,"1,170"
 2009,Africa Sub-Saharan,Namibia,"3,210",70,40,15,"3,090"
 2009,Oceania,Nauru,50,0,0,0,50
 2009,Asia South,Nepal,"36,900",760,"10,000","1,730","24,400"
 2009,EU 14,Netherlands,z,z,z,z,z
 2009,America Central and South,Netherlands Antilles,90,0,5,0,85
 2009,Oceania,New Caledonia,415,0,5,0,410
 2009,Oceania,New Zealand,"275,000","5,490",525,345,"269,000"
 2009,America Central and South,Nicaragua,"1,640",5,30,5,"1,600"
 2009,Africa Sub-Saharan,Niger,260,10,*,0,245
 2009,Africa Sub-Saharan,Nigeria,"300,000","3,370","13,100","1,180","283,000"
 2009,Oceania,Niue,5,0,0,0,5
 2009,Oceania,Norfolk Island,5,0,0,0,5
 2009,Oceania,Northern Mariana Islands,0,0,0,0,0
 2009,Europe Other,Norway,z,z,z,z,z
 2009,Middle East,Occupied Palestinian Territories,"2,630",40,230,30,"2,330"
 2009,Middle East,Oman,"15,000",95,"1,570",45,"13,300"
 2009,Other,Other and unknown,"10,800",50,135,80,"10,500"
 2009,Asia South,Pakistan,"214,000","5,470","10,700","5,780","192,000"
 2009,Oceania,Palau,15,*,*,0,15
 2009,America Central and South,Panama,"3,330",15,150,10,"3,160"
 2009,Oceania,Papua New Guinea,390,5,10,5,370
 2009,America Central and South,Paraguay,"1,880",20,40,5,"1,820"
 2009,America Central and South,Peru,"10,200",95,445,85,"9,580"
 2009,Asia South East,Philippines,"113,000","5,690","7,680","1,390","98,500"
 2009,Other,Pitcairn Islands (British),5,0,0,0,5
 2009,EU 8,Poland,z,z,z,z,z
 2009,EU 14,Portugal,z,z,z,z,z
 2009,America North,Puerto Rico,20,0,0,0,20
 2009,Middle East,Qatar,"23,400",80,"1,160",5,"22,100"
 2008,Other,Refugee,15,0,0,0,15
 2009,Africa Sub-Saharan,Reunion,190,0,0,0,190
 2009,EU 2,Romania,z,z,z,z,z
 2009,Europe Other,Russia,"235,000","3,150","14,600",595,"216,000"
 2009,Africa Sub-Saharan,Rwanda,"1,210",20,65,30,"1,100"
 2009,Oceania,Samoa,310,5,*,0,300
 2009,Europe Other,San Marino,760,5,0,0,755
 2009,Africa Sub-Saharan,Sao Tome and Principe,165,0,*,0,160
 2009,Middle East,Saudi Arabia,"131,000",930,"19,500",80,"110,000"
 2009,Africa Sub-Saharan,Senegal,"3,190",70,140,20,"2,960"
 2009,Europe Other,Serbia,"18,000",200,850,70,"16,900"
 2009,Europe Other,Serbia and Montenegro,z,z,z,z,z
 2009,Africa Sub-Saharan,Seychelles,"3,640",45,65,10,"3,520"
 2009,Africa Sub-Saharan,Sierra Leone,"9,520",60,150,140,"9,170"
 2009,Asia South East,Singapore,"103,000",495,"2,480",80,"100,000"
 2009,EU 8,Slovakia,z,z,z,z,z
 2009,EU 8,Slovenia,z,z,z,z,z
 2009,Oceania,Solomon Islands,155,5,*,*,150
 2009,Africa Sub-Saharan,Somalia,"3,400",*,35,"1,020","2,350"
 2009,Africa Sub-Saharan,South Africa,"310,000","7,010","1,040","1,250","301,000"
 2009,Other,South Georgia and South Sandwich Islands,0,0,0,0,0
 2009,EU 14,Spain,z,z,z,z,z
 2009,Asia South,Sri Lanka,"60,700","1,830","5,520",530,"52,800"
 2009,Other,St. Helena (British),10,0,0,0,10
 2009,America Central and South,St. Kitts and Nevis,"1,030",5,10,*,"1,020"
 2009,America Central and South,St. Lucia,"4,020",20,75,40,"3,880"
 2009,America Central and South,St. Maarten (Dutch Part),z,z,z,z,z
 2009,America Central and South,St. Martin (French Part),0,0,0,0,0
 2009,America Central and South,St. Pierre and Miquelon,*,0,0,0,*
 2009,America Central and South,St. Vincent and the Grenadines,"3,330",15,45,30,"3,240"
 2009,Other,Stateless,"34,200",15,100,40,"34,100"
 2009,Africa North,Sudan,"11,300",350,520,130,"10,300"
 2009,Africa Sub-Saharan,Sudan (South),z,z,z,z,z
 2009,America Central and South,Surinam,270,*,15,*,255
 2009,Europe Other,Svalbard and Jan Mayen,70,0,5,0,70
 2009,Africa Sub-Saharan,Swaziland,"1,030",30,15,5,985
 2009,EU 14,Sweden,z,z,z,z,z
 2009,Europe Other,Switzerland,z,z,z,z,z
 2009,Middle East,Syria,"12,800",150,810,75,"11,700"
 2009,Asia East,Taiwan,"80,900",480,"6,960",85,"73,400"
 2009,Asia Central,Tajikistan,770,5,80,*,685
 2009,Africa Sub-Saharan,Tanzania,"12,300",150,715,90,"11,400"
 2009,Asia South East,Thailand,"91,900",665,"5,680","1,740","83,800"
 2009,Africa Sub-Saharan,Togo,860,15,15,5,825
 2009,Oceania,Tokelau,0,0,0,0,0
 2009,Oceania,Tonga,445,15,5,*,420
 2009,America Central and South,Trinidad and Tobago,"28,700",225,465,85,"27,900"
 2009,Africa North,Tunisia,"10,500",140,335,160,"9,900"
 2009,Europe Other,Turkey,"178,000","1,150","12,000",985,"164,000"
 2009,Asia Central,Turkmenistan,"2,670",10,350,10,"2,310"
 2009,Other,Turks and Caicos Islands (British),30,0,5,0,25
 2009,Oceania,Tuvalu,225,*,5,0,220
 2009,Africa Sub-Saharan,Uganda,"15,100",225,540,110,"14,200"
 2009,Europe Other,Ukraine,"72,400",660,"2,320",325,"69,100"
 2009,Middle East,United Arab Emirates,"46,600",340,"1,430",10,"44,800"
 2009,America North,United States,"3,690,000","26,700","135,000","2,290","3,530,000"
 2009,America Central and South,Uruguay,"7,170",55,85,5,"7,030"
 2009,Asia Central,Uzbekistan,"5,090",85,380,25,"4,600"
 2009,Oceania,Vanuatu,75,0,*,0,75
 2009,Europe Other,Vatican City,80,0,*,0,80
 2009,America Central and South,Venezuela,"27,500",395,960,45,"26,100"
 2009,Asia South East,Vietnam,"14,600",155,"2,090",125,"12,200"
 2009,Other,Virgin Islands (British),10,0,0,0,10
 2009,America North,Virgin Islands (US),355,0,15,0,335
 2009,Oceania,Wallis and Futuna,30,0,*,0,30
 2009,Africa North,Western Sahara,0,0,0,0,0
 2009,Middle East,Yemen,"4,490",80,295,160,"3,960"
 2009,Africa Sub-Saharan,Zambia,"10,600",205,365,85,"9,990"
 2009,Africa Sub-Saharan,Zimbabwe,"29,700",515,280,380,"28,500"
 2010,*Total,*Total,"12,500,000","163,000","536,000","43,400","11,800,000"
 2010,Africa North,*Total Africa North,"174,000","2,320","9,170","1,280","161,000"
 2010,Africa Sub-Saharan,*Total Africa Sub-Saharan,"869,000","10,400","22,900","7,330","828,000"
 2010,America North,*Total America North,"4,480,000","34,700","166,000","2,850","4,280,000"
 2010,America Central and South,*Total America Central and South ,"751,000","5,670","29,600","2,450","714,000"
 2010,Asia Central,*Total Asia Central,"53,100",475,"4,410","1,570","46,700"
 2010,Asia East,*Total Asia East,"1,400,000","11,600","98,900","2,190","1,290,000"
 2010,Asia South,*Total Asia South,"1,320,000","55,700","102,000","16,100","1,150,000"
 2010,Asia South East,*Total Asia South East,"630,000","10,100","27,700","3,870","588,000"
 2010,EU 14,*Total EU 14,z,z,z,z,z
 2010,EU 2,*Total EU 2,z,z,z,z,z
 2010,EU 8,*Total EU 8,z,z,z,z,z
 2010,EU Other,*Total EU Other,"59,000",140,980,35,"57,800"
 2010,Europe Other,*Total Europe Other,"665,000","5,670","37,200","2,640","620,000"
 2010,Middle East,*Total Middle East,"672,000","3,920","32,800","1,500","634,000"
 2010,Oceania,*Total Oceania,"1,360,000","22,400","3,910","1,360","1,330,000"
 2010,Other,*Total Other,"50,100",60,355,135,"49,500"
 2010,Asia Central,Afghanistan,"12,000",40,400,"1,460","10,100"
 2010,Europe Other,Albania,"19,100",65,500,275,"18,200"
 2010,Africa North,Algeria,"25,100",110,470,265,"24,200"
 2010,Oceania,American Samoa,30,0,0,0,30
 2010,Europe Other,Andorra,"1,330",*,55,*,"1,270"
 2010,Africa Sub-Saharan,Angola,"5,800",85,425,15,"5,270"
 2010,Other,Anguilla (British),10,0,*,0,10
 2010,America Central and South,Antigua and Barbuda,"2,230",15,10,10,"2,200"
 2010,America Central and South,Argentina,"85,100","1,210","2,050",55,"81,800"
 2010,Europe Other,Armenia,"3,900",40,285,20,"3,560"
 2010,America Central and South,Aruba,60,*,0,0,60
 2010,Oceania,Australia,"1,080,000","17,100","3,250",970,"1,060,000"
 2010,EU 14,Austria,z,z,z,z,z
 2010,Europe Other,Azerbaijan,"11,400",195,770,40,"10,400"
 2010,America Central and South,"Bahamas, The","3,310",15,80,5,"3,210"
 2010,Middle East,Bahrain,"22,600",90,820,10,"21,700"
 2010,Asia South,Bangladesh,"60,100","1,120","10,800","1,630","46,600"
 2010,America Central and South,Barbados,"14,500",65,150,25,"14,200"
 2010,Europe Other,Belarus,"16,400",120,475,55,"15,800"
 2010,EU 14,Belgium,z,z,z,z,z
 2010,America Central and South,Belize,"1,490",10,20,5,"1,460"
 2010,Africa Sub-Saharan,Benin,860,15,35,5,805
 2010,Other,Bermuda (British),190,5,*,0,185
 2010,Asia South,Bhutan,335,*,25,0,305
 2010,America Central and South,Bolivia,"2,830",35,75,20,"2,700"
 2010,America Central and South,"Bonaire, Sint Eustatius and Saba",z,z,z,z,z
 2010,Europe Other,Bosnia and Herzegovina,"6,770",30,185,25,"6,530"
 2010,Africa Sub-Saharan,Botswana,"4,410",55,275,35,"4,050"
 2010,America Central and South,Brazil,"293,000","1,460","13,300",540,"277,000"
 2010,Other,British overseas citizens,"5,210",5,85,10,"5,120"
